ID,Name,Age,Marks
9352,Student9352,25,37
9353,Student9353,23,84
9354,Student9354,19,82
9355,Student9355,19,68
9356,Student9356,24,63
9357,Student9357,24,60
9358,Student9358,19,81
9359,Student9359,23,62
9360,Student9360,19,68
9361,Student9361,21,68
9362,Student9362,20,74
9363,Student9363,20,49
9364,Student9364,23,41
9365,Student9365,22,86
9366,Student9366,23,45
9367,Student9367,23,94
9368,Student9368,19,39
9369,Student9369,20,58
9370,Student9370,25,36
9371,Student9371,23,77
9372,Student9372,20,70
9373,Student9373,21,72
9374,Student9374,18,39
9375,Student9375,22,37
9376,Student9376,22,81
9377,Student9377,24,67
9378,Student9378,22,87
9379,Student9379,19,35
9380,Student9380,20,69
9381,Student9381,22,93
9382,Student9382,22,54
9383,Student9383,21,88
9384,Student9384,22,43
9385,Student9385,24,37
9386,Student9386,20,100
9387,Student9387,25,76
9388,Student9388,23,48
9389,Student9389,22,72
9390,Student9390,21,78
9391,Student9391,18,80
9392,Student9392,19,59
9393,Student9393,22,62
9394,Student9394,19,87
9395,Student9395,25,58
9396,Student9396,22,53
9397,Student9397,25,54
9398,Student9398,22,94
9399,Student9399,22,98
9400,Student9400,20,92
9401,Student9401,18,45
9402,Student9402,25,60
9403,Student9403,20,85
9404,Student9404,23,98
9405,Student9405,24,91
9406,Student9406,21,98
9407,Student9407,23,83
9408,Student9408,19,35
9409,Student9409,20,85
9410,Student9410,24,50
9411,Student9411,25,74
9412,Student9412,22,58
9413,Student9413,21,95
9414,Student9414,18,96
9415,Student9415,22,56
9416,Student9416,20,47
9417,Student9417,23,46
9418,Student9418,22,98
9419,Student9419,18,69
9420,Student9420,18,93
9421,Student9421,22,90
9422,Student9422,18,92
9423,Student9423,24,71
9424,Student9424,23,58
9425,Student9425,19,67
9426,Student9426,25,83
9427,Student9427,20,79
9428,Student9428,24,89
9429,Student9429,19,97
9430,Student9430,20,48
9431,Student9431,21,57
9432,Student9432,18,94
9433,Student9433,22,64
9434,Student9434,18,81
9435,Student9435,25,49
9436,Student9436,19,100
9437,Student9437,24,46
9438,Student9438,19,79
9439,Student9439,19,49
9440,Student9440,25,41
9441,Student9441,22,96
9442,Student9442,21,76
9443,Student9443,22,65
9444,Student9444,20,74
9445,Student9445,24,88
9446,Student9446,23,97
9447,Student9447,19,57
9448,Student9448,20,56
9449,Student9449,21,99
9450,Student9450,21,75
9451,Student9451,23,64
9452,Student9452,20,66
9453,Student9453,21,96
9454,Student9454,20,89
9455,Student9455,19,70
9456,Student9456,18,44
9457,Student9457,24,85
9458,Student9458,19,53
9459,Student9459,22,50
9460,Student9460,24,67
9461,Student9461,20,67
9462,Student9462,18,53
9463,Student9463,25,81
9464,Student9464,18,59
9465,Student9465,18,51
9466,Student9466,21,89
9467,Student9467,24,81
9468,Student9468,21,94
9469,Student9469,21,80
9470,Student9470,23,84
9471,Student9471,25,97
9472,Student9472,20,83
9473,Student9473,20,57
9474,Student9474,20,62
9475,Student9475,18,49
9476,Student9476,19,100
9477,Student9477,20,97
9478,Student9478,23,56
9479,Student9479,25,99
9480,Student9480,23,79
9481,Student9481,25,40
9482,Student9482,24,74
9483,Student9483,20,91
9484,Student9484,19,82
9485,Student9485,18,56
9486,Student9486,22,38
9487,Student9487,22,83
9488,Student9488,18,94
9489,Student9489,20,90
9490,Student9490,20,69
9491,Student9491,24,41
9492,Student9492,18,96
9493,Student9493,25,42
9494,Student9494,21,74
9495,Student9495,25,83
9496,Student9496,18,61
9497,Student9497,19,86
9498,Student9498,25,89
9499,Student9499,21,66
9500,Student9500,22,62
9501,Student9501,18,45
9502,Student9502,18,91
9503,Student9503,24,77
9504,Student9504,23,56
9505,Student9505,20,71
9506,Student9506,21,54
9507,Student9507,24,93
9508,Student9508,22,35
9509,Student9509,22,80
9510,Student9510,21,95
9511,Student9511,19,92
9512,Student9512,20,37
9513,Student9513,18,59
9514,Student9514,20,61
9515,Student9515,23,65
9516,Student9516,24,63
9517,Student9517,20,79
9518,Student9518,20,77
9519,Student9519,18,41
9520,Student9520,21,47
9521,Student9521,19,100
9522,Student9522,20,45
9523,Student9523,22,81
9524,Student9524,20,58
9525,Student9525,22,41
9526,Student9526,19,86
9527,Student9527,18,42
9528,Student9528,22,99
9529,Student9529,20,81
9530,Student9530,21,39
9531,Student9531,19,78
9532,Student9532,22,51
9533,Student9533,24,95
9534,Student9534,20,53
9535,Student9535,25,97
9536,Student9536,22,86
9537,Student9537,24,97
9538,Student9538,20,54
9539,Student9539,21,78
9540,Student9540,24,76
9541,Student9541,23,52
9542,Student9542,19,55
9543,Student9543,18,66
9544,Student9544,20,89
9545,Student9545,23,100
9546,Student9546,20,75
9547,Student9547,19,35
9548,Student9548,19,93
9549,Student9549,23,62
9550,Student9550,25,79
9551,Student9551,19,69
9552,Student9552,24,43
9553,Student9553,23,41
9554,Student9554,24,61
9555,Student9555,20,99
9556,Student9556,18,100
9557,Student9557,19,61
9558,Student9558,21,88
9559,Student9559,21,64
9560,Student9560,20,99
9561,Student9561,19,94
9562,Student9562,20,90
9563,Student9563,18,70
9564,Student9564,25,61
9565,Student9565,24,92
9566,Student9566,24,70
9567,Student9567,22,86
9568,Student9568,24,59
9569,Student9569,19,95
9570,Student9570,24,57
9571,Student9571,21,82
9572,Student9572,24,82
9573,Student9573,23,70
9574,Student9574,22,87
9575,Student9575,22,52
9576,Student9576,24,81
9577,Student9577,24,52
9578,Student9578,21,46
9579,Student9579,23,45
9580,Student9580,22,76
9581,Student9581,20,58
9582,Student9582,20,87
9583,Student9583,19,75
9584,Student9584,21,98
9585,Student9585,24,51
9586,Student9586,19,37
9587,Student9587,19,53
9588,Student9588,25,96
9589,Student9589,25,50
9590,Student9590,19,72
9591,Student9591,20,63
9592,Student9592,24,38
9593,Student9593,21,61
9594,Student9594,18,56
9595,Student9595,18,38
9596,Student9596,20,40
9597,Student9597,19,97
9598,Student9598,18,60
9599,Student9599,24,78
9600,Student9600,23,58
9601,Student9601,21,95
9602,Student9602,22,51
9603,Student9603,24,66
9604,Student9604,20,87
9605,Student9605,25,61
9606,Student9606,25,72
9607,Student9607,19,56
9608,Student9608,21,96
9609,Student9609,22,55
9610,Student9610,24,99
9611,Student9611,25,54
9612,Student9612,19,45
9613,Student9613,20,72
9614,Student9614,25,88
9615,Student9615,24,92
9616,Student9616,21,64
9617,Student9617,19,54
9618,Student9618,22,96
9619,Student9619,19,60
9620,Student9620,20,81
9621,Student9621,21,59
9622,Student9622,19,55
9623,Student9623,23,95
9624,Student9624,23,83
9625,Student9625,25,61
9626,Student9626,20,64
9627,Student9627,25,90
9628,Student9628,22,39
9629,Student9629,20,50
9630,Student9630,20,47
9631,Student9631,25,47
9632,Student9632,21,89
9633,Student9633,19,70
9634,Student9634,21,51
9635,Student9635,23,35
9636,Student9636,18,96
9637,Student9637,22,60
9638,Student9638,23,70
9639,Student9639,20,68
9640,Student9640,19,71
9641,Student9641,21,72
9642,Student9642,21,61
9643,Student9643,19,89
9644,Student9644,23,68
9645,Student9645,21,62
9646,Student9646,18,92
9647,Student9647,25,47
9648,Student9648,22,70
9649,Student9649,21,79
9650,Student9650,24,77
9651,Student9651,23,56
9652,Student9652,25,85
9653,Student9653,22,50
9654,Student9654,23,97
9655,Student9655,19,46
9656,Student9656,23,47
9657,Student9657,19,92
9658,Student9658,18,61
9659,Student9659,18,94
9660,Student9660,20,79
9661,Student9661,19,99
9662,Student9662,18,93
9663,Student9663,18,38
9664,Student9664,21,71
9665,Student9665,20,76
9666,Student9666,22,73
9667,Student9667,18,39
9668,Student9668,23,68
9669,Student9669,23,88
9670,Student9670,25,69
9671,Student9671,20,85
9672,Student9672,25,88
9673,Student9673,19,75
9674,Student9674,20,49
9675,Student9675,18,37
9676,Student9676,24,64
9677,Student9677,25,83
9678,Student9678,23,65
9679,Student9679,24,74
9680,Student9680,24,62
9681,Student9681,19,53
9682,Student9682,18,70
9683,Student9683,23,63
9684,Student9684,18,94
9685,Student9685,21,59
9686,Student9686,24,59
9687,Student9687,24,95
9688,Student9688,22,54
9689,Student9689,24,76
9690,Student9690,19,50
9691,Student9691,20,86
9692,Student9692,21,53
9693,Student9693,23,35
9694,Student9694,23,79
9695,Student9695,25,51
9696,Student9696,24,87
9697,Student9697,21,94
9698,Student9698,23,77
9699,Student9699,19,88
9700,Student9700,20,78
9701,Student9701,24,35
9702,Student9702,24,78
9703,Student9703,22,49
9704,Student9704,21,56
9705,Student9705,23,58
9706,Student9706,18,65
9707,Student9707,22,67
9708,Student9708,22,43
9709,Student9709,21,68
9710,Student9710,24,56
9711,Student9711,18,91
9712,Student9712,19,82
9713,Student9713,24,79
9714,Student9714,22,95
9715,Student9715,21,83
9716,Student9716,22,69
9717,Student9717,21,84
9718,Student9718,22,89
9719,Student9719,24,39
9720,Student9720,23,91
9721,Student9721,22,71
9722,Student9722,20,47
9723,Student9723,23,37
9724,Student9724,18,87
9725,Student9725,19,38
9726,Student9726,18,67
9727,Student9727,19,41
9728,Student9728,22,52
9729,Student9729,19,69
9730,Student9730,18,78
9731,Student9731,22,74
9732,Student9732,22,78
9733,Student9733,22,86
9734,Student9734,22,59
9735,Student9735,24,49
9736,Student9736,20,95
9737,Student9737,20,93
9738,Student9738,19,41
9739,Student9739,24,39
9740,Student9740,24,47
9741,Student9741,19,98
9742,Student9742,20,79
9743,Student9743,24,66
9744,Student9744,19,49
9745,Student9745,24,41
9746,Student9746,18,99
9747,Student9747,25,66
9748,Student9748,23,96
9749,Student9749,19,87
9750,Student9750,21,96
9751,Student9751,18,64
9752,Student9752,19,42
9753,Student9753,19,70
9754,Student9754,22,94
9755,Student9755,19,62
9756,Student9756,23,46
9757,Student9757,25,66
9758,Student9758,21,79
9759,Student9759,22,98
9760,Student9760,21,99
9761,Student9761,24,70
9762,Student9762,21,68
9763,Student9763,24,93
9764,Student9764,22,51
9765,Student9765,23,92
9766,Student9766,23,100
9767,Student9767,22,50
9768,Student9768,23,67
9769,Student9769,19,70
9770,Student9770,23,81
9771,Student9771,20,95
9772,Student9772,19,94
9773,Student9773,20,71
9774,Student9774,24,93
9775,Student9775,22,81
9776,Student9776,19,66
9777,Student9777,25,92
9778,Student9778,24,85
9779,Student9779,20,47
9780,Student9780,18,40
9781,Student9781,19,83
9782,Student9782,24,81
9783,Student9783,22,100
9784,Student9784,25,70
9785,Student9785,24,89
9786,Student9786,23,77
9787,Student9787,20,64
9788,Student9788,21,78
9789,Student9789,24,40
9790,Student9790,21,86
9791,Student9791,22,70
9792,Student9792,23,60
9793,Student9793,25,66
9794,Student9794,19,48
9795,Student9795,22,80
9796,Student9796,23,48
9797,Student9797,23,69
9798,Student9798,23,38
9799,Student9799,22,75
9800,Student9800,19,70
9801,Student9801,23,83
9802,Student9802,24,79
9803,Student9803,18,69
9804,Student9804,25,96
9805,Student9805,21,90
9806,Student9806,21,88
9807,Student9807,21,80
9808,Student9808,22,47
9809,Student9809,22,62
9810,Student9810,20,75
9811,Student9811,22,53
9812,Student9812,24,91
9813,Student9813,21,94
9814,Student9814,19,79
9815,Student9815,22,43
9816,Student9816,23,77
9817,Student9817,22,54
9818,Student9818,22,50
9819,Student9819,19,64
9820,Student9820,23,44
9821,Student9821,20,73
9822,Student9822,19,38
9823,Student9823,19,61
9824,Student9824,19,59
9825,Student9825,20,85
9826,Student9826,21,89
9827,Student9827,20,99
9828,Student9828,18,93
9829,Student9829,23,75
9830,Student9830,25,65
9831,Student9831,23,74
9832,Student9832,19,96
9833,Student9833,19,54
9834,Student9834,19,45
9835,Student9835,22,38
9836,Student9836,24,76
9837,Student9837,21,96
9838,Student9838,20,98
9839,Student9839,22,90
9840,Student9840,25,91
9841,Student9841,20,50
9842,Student9842,20,53
9843,Student9843,25,67
9844,Student9844,25,73
9845,Student9845,20,87
9846,Student9846,24,68
9847,Student9847,24,96
9848,Student9848,20,36
9849,Student9849,18,100
9850,Student9850,19,72
9851,Student9851,21,79
9852,Student9852,21,53
9853,Student9853,19,72
9854,Student9854,20,91
9855,Student9855,25,47
9856,Student9856,18,83
9857,Student9857,24,41
9858,Student9858,23,63
9859,Student9859,20,86
9860,Student9860,25,57
9861,Student9861,18,53
9862,Student9862,22,54
9863,Student9863,19,68
9864,Student9864,19,35
9865,Student9865,25,65
9866,Student9866,23,98
9867,Student9867,18,63
9868,Student9868,21,74
9869,Student9869,23,98
9870,Student9870,21,94
9871,Student9871,22,83
9872,Student9872,22,39
9873,Student9873,25,81
9874,Student9874,22,62
9875,Student9875,18,50
9876,Student9876,25,86
9877,Student9877,19,100
9878,Student9878,20,60
9879,Student9879,25,69
9880,Student9880,18,66
9881,Student9881,19,36
9882,Student9882,22,70
9883,Student9883,20,56
9884,Student9884,20,35
9885,Student9885,23,61
9886,Student9886,18,90
9887,Student9887,18,93
9888,Student9888,20,62
9889,Student9889,22,93
9890,Student9890,20,87
9891,Student9891,23,64
9892,Student9892,25,61
9893,Student9893,21,71
9894,Student9894,23,76
9895,Student9895,19,89
9896,Student9896,20,59
9897,Student9897,22,96
9898,Student9898,18,88
9899,Student9899,21,79
9900,Student9900,22,35
9901,Student9901,24,39
9902,Student9902,21,43
9903,Student9903,18,44
9904,Student9904,20,82
9905,Student9905,25,91
9906,Student9906,18,39
9907,Student9907,20,86
9908,Student9908,22,93
9909,Student9909,24,99
9910,Student9910,20,38
9911,Student9911,22,91
9912,Student9912,24,80
9913,Student9913,23,74
9914,Student9914,25,79
9915,Student9915,23,92
9916,Student9916,21,94
9917,Student9917,19,45
9918,Student9918,20,42
9919,Student9919,19,35
9920,Student9920,22,39
9921,Student9921,18,70
9922,Student9922,22,45
9923,Student9923,19,92
9924,Student9924,19,45
9925,Student9925,24,67
9926,Student9926,24,78
9927,Student9927,24,78
9928,Student9928,23,46
9929,Student9929,22,49
9930,Student9930,24,67
9931,Student9931,25,56
9932,Student9932,18,67
9933,Student9933,18,74
9934,Student9934,23,90
9935,Student9935,21,62
9936,Student9936,20,44
9937,Student9937,22,52
9938,Student9938,25,78
9939,Student9939,22,46
9940,Student9940,19,51
9941,Student9941,23,74
9942,Student9942,18,90
9943,Student9943,21,92
9944,Student9944,23,86
9945,Student9945,21,41
9946,Student9946,18,83
9947,Student9947,19,67
9948,Student9948,24,73
9949,Student9949,21,56
9950,Student9950,18,92
9951,Student9951,22,59
9952,Student9952,23,36
9953,Student9953,20,38
9954,Student9954,22,82
9955,Student9955,19,83
9956,Student9956,19,64
9957,Student9957,18,87
9958,Student9958,21,49
9959,Student9959,22,67
9960,Student9960,19,60
9961,Student9961,19,49
9962,Student9962,18,35
9963,Student9963,18,100
9964,Student9964,20,36
9965,Student9965,18,49
9966,Student9966,22,67
9967,Student9967,20,69
9968,Student9968,19,95
9969,Student9969,23,82
9970,Student9970,20,51
9971,Student9971,22,69
9972,Student9972,19,87
9973,Student9973,24,100
9974,Student9974,23,78
9975,Student9975,19,73
9976,Student9976,23,56
9977,Student9977,21,41
9978,Student9978,24,67
9979,Student9979,18,79
9980,Student9980,25,94
9981,Student9981,23,80
9982,Student9982,22,47
9983,Student9983,25,86
9984,Student9984,21,81
9985,Student9985,20,80
9986,Student9986,21,81
9987,Student9987,24,94
9988,Student9988,21,75
9989,Student9989,21,95
9990,Student9990,20,60
9991,Student9991,22,71
9992,Student9992,23,73
9993,Student9993,23,73
9994,Student9994,19,60
9995,Student9995,18,68
9996,Student9996,21,40
9997,Student9997,24,80
9998,Student9998,25,92
9999,Student9999,20,64
10000,Student10000,25,81
10001,Student10001,20,48
10002,Student10002,23,63
10003,Student10003,19,94
10004,Student10004,18,89
10005,Student10005,21,86
10006,Student10006,21,87
10007,Student10007,23,58
10008,Student10008,24,68
10009,Student10009,22,54
10010,Student10010,25,71
10011,Student10011,19,73
10012,Student10012,22,99
10013,Student10013,23,92
10014,Student10014,25,95
10015,Student10015,20,68
10016,Student10016,25,85
10017,Student10017,21,50
10018,Student10018,20,57
10019,Student10019,21,46
10020,Student10020,21,72
10021,Student10021,24,55
10022,Student10022,24,77
10023,Student10023,25,81
10024,Student10024,18,63
10025,Student10025,23,43
10026,Student10026,21,91
10027,Student10027,25,40
10028,Student10028,19,52
10029,Student10029,22,43
10030,Student10030,21,99
10031,Student10031,24,83
10032,Student10032,18,42
10033,Student10033,24,48
10034,Student10034,21,56
10035,Student10035,23,69
10036,Student10036,24,40
10037,Student10037,19,67
10038,Student10038,25,39
10039,Student10039,21,76
10040,Student10040,22,80
10041,Student10041,20,100
10042,Student10042,21,64
10043,Student10043,21,43
10044,Student10044,20,83
10045,Student10045,24,58
10046,Student10046,24,41
10047,Student10047,18,54
10048,Student10048,24,91
10049,Student10049,19,56
10050,Student10050,21,93
10051,Student10051,24,71
10052,Student10052,21,42
10053,Student10053,24,85
10054,Student10054,19,86
10055,Student10055,21,93
10056,Student10056,22,68
10057,Student10057,25,52
10058,Student10058,24,73
10059,Student10059,22,73
10060,Student10060,24,39
10061,Student10061,24,71
10062,Student10062,18,72
10063,Student10063,24,45
10064,Student10064,24,93
10065,Student10065,19,84
10066,Student10066,18,40
10067,Student10067,19,42
10068,Student10068,23,69
10069,Student10069,22,66
10070,Student10070,19,57
10071,Student10071,19,64
10072,Student10072,19,43
10073,Student10073,20,72
10074,Student10074,24,84
10075,Student10075,19,57
10076,Student10076,24,37
10077,Student10077,18,60
10078,Student10078,24,62
10079,Student10079,20,43
10080,Student10080,22,50
10081,Student10081,19,39
10082,Student10082,19,69
10083,Student10083,23,55
10084,Student10084,24,63
10085,Student10085,25,83
10086,Student10086,21,86
10087,Student10087,20,97
10088,Student10088,24,68
10089,Student10089,18,39
10090,Student10090,21,85
10091,Student10091,24,58
10092,Student10092,18,73
10093,Student10093,22,97
10094,Student10094,22,88
10095,Student10095,18,90
10096,Student10096,21,47
10097,Student10097,19,58
10098,Student10098,19,90
10099,Student10099,21,39
10100,Student10100,19,39
10101,Student10101,20,47
10102,Student10102,23,89
10103,Student10103,23,66
10104,Student10104,22,43
10105,Student10105,24,61
10106,Student10106,19,71
10107,Student10107,20,94
10108,Student10108,25,56
10109,Student10109,25,60
10110,Student10110,21,48
10111,Student10111,19,44
10112,Student10112,21,87
10113,Student10113,24,100
10114,Student10114,19,56
10115,Student10115,21,96
10116,Student10116,19,39
10117,Student10117,20,99
10118,Student10118,18,80
10119,Student10119,18,60
10120,Student10120,24,90
10121,Student10121,18,99
10122,Student10122,24,96
10123,Student10123,24,41
10124,Student10124,20,87
10125,Student10125,20,47
10126,Student10126,24,88
10127,Student10127,19,73
10128,Student10128,18,94
10129,Student10129,23,54
10130,Student10130,23,44
10131,Student10131,21,71
10132,Student10132,22,72
10133,Student10133,24,88
10134,Student10134,25,41
10135,Student10135,20,70
10136,Student10136,25,87
10137,Student10137,23,36
10138,Student10138,22,53
10139,Student10139,21,83
10140,Student10140,20,51
10141,Student10141,21,64
10142,Student10142,19,58
10143,Student10143,22,67
10144,Student10144,18,81
10145,Student10145,22,37
10146,Student10146,25,90
10147,Student10147,20,38
10148,Student10148,20,72
10149,Student10149,22,36
10150,Student10150,22,41
10151,Student10151,21,72
10152,Student10152,20,86
10153,Student10153,25,92
10154,Student10154,19,88
10155,Student10155,20,85
10156,Student10156,18,45
10157,Student10157,22,46
10158,Student10158,25,53
10159,Student10159,21,44
10160,Student10160,21,96
10161,Student10161,20,64
10162,Student10162,18,37
10163,Student10163,21,54
10164,Student10164,22,52
10165,Student10165,24,90
10166,Student10166,24,79
10167,Student10167,21,59
10168,Student10168,23,85
10169,Student10169,23,69
10170,Student10170,18,93
10171,Student10171,22,85
10172,Student10172,18,51
10173,Student10173,22,82
10174,Student10174,25,56
10175,Student10175,24,82
10176,Student10176,18,73
10177,Student10177,19,58
10178,Student10178,25,99
10179,Student10179,25,65
10180,Student10180,24,61
10181,Student10181,19,76
10182,Student10182,25,38
10183,Student10183,19,81
10184,Student10184,23,49
10185,Student10185,18,45
10186,Student10186,22,60
10187,Student10187,22,86
10188,Student10188,19,70
10189,Student10189,24,86
10190,Student10190,23,81
10191,Student10191,22,48
10192,Student10192,25,49
10193,Student10193,25,97
10194,Student10194,22,36
10195,Student10195,19,89
10196,Student10196,24,81
10197,Student10197,18,75
10198,Student10198,19,73
10199,Student10199,22,45
10200,Student10200,21,56
10201,Student10201,25,76
10202,Student10202,22,39
10203,Student10203,24,41
10204,Student10204,24,71
10205,Student10205,23,57
10206,Student10206,25,74
10207,Student10207,20,43
10208,Student10208,21,58
10209,Student10209,19,49
10210,Student10210,24,68
10211,Student10211,20,75
10212,Student10212,22,78
10213,Student10213,18,51
10214,Student10214,21,63
10215,Student10215,19,92
10216,Student10216,25,83
10217,Student10217,23,42
10218,Student10218,18,38
10219,Student10219,24,40
10220,Student10220,24,77
10221,Student10221,23,93
10222,Student10222,21,74
10223,Student10223,23,89
10224,Student10224,25,81
10225,Student10225,20,45
10226,Student10226,22,68
10227,Student10227,18,98
10228,Student10228,18,64
10229,Student10229,22,87
10230,Student10230,23,52
10231,Student10231,20,37
10232,Student10232,20,99
10233,Student10233,23,46
10234,Student10234,22,79
10235,Student10235,22,79
10236,Student10236,19,36
10237,Student10237,19,54
10238,Student10238,23,51
10239,Student10239,24,96
10240,Student10240,22,88
10241,Student10241,18,83
10242,Student10242,20,37
10243,Student10243,23,37
10244,Student10244,22,37
10245,Student10245,25,55
10246,Student10246,22,81
10247,Student10247,23,47
10248,Student10248,23,55
10249,Student10249,22,60
10250,Student10250,24,100
10251,Student10251,20,95
10252,Student10252,25,45
10253,Student10253,22,46
10254,Student10254,22,67
10255,Student10255,18,53
10256,Student10256,21,41
10257,Student10257,20,50
10258,Student10258,25,73
10259,Student10259,25,45
10260,Student10260,25,86
10261,Student10261,19,61
10262,Student10262,22,62
10263,Student10263,21,42
10264,Student10264,20,66
10265,Student10265,20,61
10266,Student10266,18,47
10267,Student10267,20,36
10268,Student10268,19,60
10269,Student10269,18,78
10270,Student10270,18,78
10271,Student10271,23,52
10272,Student10272,24,49
10273,Student10273,25,81
10274,Student10274,20,80
10275,Student10275,20,50
10276,Student10276,18,35
10277,Student10277,21,88
10278,Student10278,22,81
10279,Student10279,24,95
10280,Student10280,20,40
10281,Student10281,24,85
10282,Student10282,22,76
10283,Student10283,20,42
10284,Student10284,21,70
10285,Student10285,18,77
10286,Student10286,25,57
10287,Student10287,21,95
10288,Student10288,20,43
10289,Student10289,24,49
10290,Student10290,22,86
10291,Student10291,19,73
10292,Student10292,21,36
10293,Student10293,21,35
10294,Student10294,20,36
10295,Student10295,25,95
10296,Student10296,22,65
10297,Student10297,19,72
10298,Student10298,23,81
10299,Student10299,20,68
10300,Student10300,20,79
10301,Student10301,22,55
10302,Student10302,24,100
10303,Student10303,22,94
10304,Student10304,25,79
10305,Student10305,21,93
10306,Student10306,24,80
10307,Student10307,24,77
10308,Student10308,21,41
10309,Student10309,18,96
10310,Student10310,22,82
10311,Student10311,21,44
10312,Student10312,22,35
10313,Student10313,21,100
10314,Student10314,24,43
10315,Student10315,22,58
10316,Student10316,25,50
10317,Student10317,23,82
10318,Student10318,21,74
10319,Student10319,23,99
10320,Student10320,22,75
10321,Student10321,18,35
10322,Student10322,21,94
10323,Student10323,22,53
10324,Student10324,22,39
10325,Student10325,19,81
10326,Student10326,19,35
10327,Student10327,21,93
10328,Student10328,24,81
10329,Student10329,19,100
10330,Student10330,22,100
10331,Student10331,22,71
10332,Student10332,23,54
10333,Student10333,20,73
10334,Student10334,22,82
10335,Student10335,18,45
10336,Student10336,24,37
10337,Student10337,18,96
10338,Student10338,25,77
10339,Student10339,23,45
10340,Student10340,18,65
10341,Student10341,20,58
10342,Student10342,19,61
10343,Student10343,20,80
10344,Student10344,24,97
10345,Student10345,25,72
10346,Student10346,19,94
10347,Student10347,19,82
10348,Student10348,24,69
10349,Student10349,18,81
10350,Student10350,18,98
10351,Student10351,20,74
10352,Student10352,20,92
10353,Student10353,23,84
10354,Student10354,23,77
10355,Student10355,22,49
10356,Student10356,18,76
10357,Student10357,19,55
10358,Student10358,23,95
10359,Student10359,19,84
10360,Student10360,24,40
10361,Student10361,24,81
10362,Student10362,22,75
10363,Student10363,24,97
10364,Student10364,24,89
10365,Student10365,23,70
10366,Student10366,22,83
10367,Student10367,18,81
10368,Student10368,21,100
10369,Student10369,20,74
10370,Student10370,25,58
10371,Student10371,25,61
10372,Student10372,25,77
10373,Student10373,21,87
10374,Student10374,22,55
10375,Student10375,18,69
10376,Student10376,21,59
10377,Student10377,25,93
10378,Student10378,22,42
10379,Student10379,21,73
10380,Student10380,18,81
10381,Student10381,20,84
10382,Student10382,25,59
10383,Student10383,25,94
10384,Student10384,25,87
10385,Student10385,20,51
10386,Student10386,23,54
10387,Student10387,20,92
10388,Student10388,20,61
10389,Student10389,25,82
10390,Student10390,21,83
10391,Student10391,18,89
10392,Student10392,18,92
10393,Student10393,24,97
10394,Student10394,19,77
10395,Student10395,19,69
10396,Student10396,18,94
10397,Student10397,20,72
10398,Student10398,25,85
10399,Student10399,22,97
10400,Student10400,22,62
10401,Student10401,18,83
10402,Student10402,20,46
10403,Student10403,19,38
10404,Student10404,24,70
10405,Student10405,21,79
10406,Student10406,23,47
10407,Student10407,23,43
10408,Student10408,19,64
10409,Student10409,19,50
10410,Student10410,18,68
10411,Student10411,22,62
10412,Student10412,23,50
10413,Student10413,22,43
10414,Student10414,25,93
10415,Student10415,18,51
10416,Student10416,19,88
10417,Student10417,25,48
10418,Student10418,20,83
10419,Student10419,23,42
10420,Student10420,25,55
10421,Student10421,19,63
10422,Student10422,20,57
10423,Student10423,25,79
10424,Student10424,20,83
10425,Student10425,20,44
10426,Student10426,18,61
10427,Student10427,18,52
10428,Student10428,21,44
10429,Student10429,21,77
10430,Student10430,19,94
10431,Student10431,18,50
10432,Student10432,24,48
10433,Student10433,25,87
10434,Student10434,24,45
10435,Student10435,24,78
10436,Student10436,20,82
10437,Student10437,24,45
10438,Student10438,19,99
10439,Student10439,18,82
10440,Student10440,23,57
10441,Student10441,18,89
10442,Student10442,25,91
10443,Student10443,25,89
10444,Student10444,18,51
10445,Student10445,24,83
10446,Student10446,24,66
10447,Student10447,20,41
10448,Student10448,20,57
10449,Student10449,22,79
10450,Student10450,23,72
10451,Student10451,25,38
10452,Student10452,22,36
10453,Student10453,25,35
10454,Student10454,24,80
10455,Student10455,25,85
10456,Student10456,24,66
10457,Student10457,21,75
10458,Student10458,24,81
10459,Student10459,18,69
10460,Student10460,22,39
10461,Student10461,20,87
10462,Student10462,18,52
10463,Student10463,18,98
10464,Student10464,23,86
10465,Student10465,21,41
10466,Student10466,18,97
10467,Student10467,19,68
10468,Student10468,21,47
10469,Student10469,24,86
10470,Student10470,20,65
10471,Student10471,20,78
10472,Student10472,24,56
10473,Student10473,22,100
10474,Student10474,23,69
10475,Student10475,22,91
10476,Student10476,24,35
10477,Student10477,19,87
10478,Student10478,24,66
10479,Student10479,18,93
10480,Student10480,24,71
10481,Student10481,23,76
10482,Student10482,19,60
10483,Student10483,21,78
10484,Student10484,22,63
10485,Student10485,18,96
10486,Student10486,24,85
10487,Student10487,22,60
10488,Student10488,19,67
10489,Student10489,23,93
10490,Student10490,19,59
10491,Student10491,20,94
10492,Student10492,24,93
10493,Student10493,22,82
10494,Student10494,20,97
10495,Student10495,18,59
10496,Student10496,19,93
10497,Student10497,23,87
10498,Student10498,18,71
10499,Student10499,23,64
10500,Student10500,24,64
10501,Student10501,20,52
10502,Student10502,25,91
10503,Student10503,24,63
10504,Student10504,23,87
10505,Student10505,21,98
10506,Student10506,24,64
10507,Student10507,19,42
10508,Student10508,23,99
10509,Student10509,23,77
10510,Student10510,24,71
10511,Student10511,19,99
10512,Student10512,21,73
10513,Student10513,18,89
10514,Student10514,22,65
10515,Student10515,19,54
10516,Student10516,18,90
